date,symbol,close
2024-01-02,AURORA,100.086657
2024-01-02,CIRRUS,100.164243
2024-01-02,HARBOR,99.900199
2024-01-02,TERRA,99.678213
2024-01-03,AURORA,99.693612
2024-01-03,CIRRUS,99.898028
2024-01-03,HARBOR,99.970779
2024-01-03,TERRA,98.923134
2024-01-04,AURORA,101.153540
2024-01-04,CIRRUS,99.601732
2024-01-04,HARBOR,99.931698
2024-01-04,TERRA,99.259045
2024-01-05,AURORA,102.070716
2024-01-05,CIRRUS,98.922766
2024-01-05,HARBOR,99.812084
2024-01-05,TERRA,100.491295
2024-01-08,AURORA,103.350881
2024-01-08,CIRRUS,99.116321
2024-01-08,HARBOR,99.703819
2024-01-08,TERRA,100.058467
2024-01-09,AURORA,103.345315
2024-01-09,CIRRUS,99.404279
2024-01-09,HARBOR,100.000358
2024-01-09,TERRA,101.027290
2024-01-10,AURORA,101.907454
2024-01-10,CIRRUS,99.867456
2024-01-10,HARBOR,99.662809
2024-01-10,TERRA,100.878580
2024-01-11,AURORA,102.192790
2024-01-11,CIRRUS,99.646116
2024-01-11,HARBOR,99.502780
2024-01-11,TERRA,101.282235
2024-01-12,AURORA,102.015931
2024-01-12,CIRRUS,99.896837
2024-01-12,HARBOR,99.702666
2024-01-12,TERRA,101.156490
2024-01-15,AURORA,102.451699
2024-01-15,CIRRUS,99.631052
2024-01-15,HARBOR,99.713072
2024-01-15,TERRA,101.752892
2024-01-16,AURORA,101.334244
2024-01-16,CIRRUS,99.887381
2024-01-16,HARBOR,100.007410
2024-01-16,TERRA,100.511520
2024-01-17,AURORA,100.622566
2024-01-17,CIRRUS,99.914189
2024-01-17,HARBOR,100.233925
2024-01-17,TERRA,100.447107
2024-01-18,AURORA,100.608996
2024-01-18,CIRRUS,99.629749
2024-01-18,HARBOR,99.981615
2024-01-18,TERRA,99.117458
2024-01-19,AURORA,100.806384
2024-01-19,CIRRUS,99.600282
2024-01-19,HARBOR,100.041333
2024-01-19,TERRA,98.759719
2024-01-22,AURORA,100.556452
2024-01-22,CIRRUS,100.358531
2024-01-22,HARBOR,100.083072
2024-01-22,TERRA,98.579528
2024-01-23,AURORA,101.345584
2024-01-23,CIRRUS,100.243844
2024-01-23,HARBOR,100.228077
2024-01-23,TERRA,98.586730
2024-01-24,AURORA,99.977626
2024-01-24,CIRRUS,99.971471
2024-01-24,HARBOR,100.260074
2024-01-24,TERRA,99.277103
2024-01-25,AURORA,100.862724
2024-01-25,CIRRUS,100.233023
2024-01-25,HARBOR,100.217419
2024-01-25,TERRA,98.812361
2024-01-26,AURORA,103.067405
2024-01-26,CIRRUS,99.851729
2024-01-26,HARBOR,99.971314
2024-01-26,TERRA,99.440590
2024-01-29,AURORA,102.799503
2024-01-29,CIRRUS,99.883603
2024-01-29,HARBOR,100.162024
2024-01-29,TERRA,97.907557
2024-01-30,AURORA,100.925171
2024-01-30,CIRRUS,100.046724
2024-01-30,HARBOR,100.065100
2024-01-30,TERRA,96.527811
2024-01-31,AURORA,99.569260
2024-01-31,CIRRUS,100.323187
2024-01-31,HARBOR,100.115820
2024-01-31,TERRA,97.477237
2024-02-01,AURORA,101.880252
2024-02-01,CIRRUS,99.598478
2024-02-01,HARBOR,100.067049
2024-02-01,TERRA,98.851005
2024-02-02,AURORA,101.900759
2024-02-02,CIRRUS,99.769998
2024-02-02,HARBOR,99.849090
2024-02-02,TERRA,99.461173
2024-02-05,AURORA,102.670463
2024-02-05,CIRRUS,99.582125
2024-02-05,HARBOR,99.648869
2024-02-05,TERRA,100.229881
2024-02-06,AURORA,101.881383
2024-02-06,CIRRUS,99.827540
2024-02-06,HARBOR,99.409647
2024-02-06,TERRA,101.277063
2024-02-07,AURORA,102.362544
2024-02-07,CIRRUS,100.338544
2024-02-07,HARBOR,99.467738
2024-02-07,TERRA,100.849103
2024-02-08,AURORA,104.611939
2024-02-08,CIRRUS,100.343497
2024-02-08,HARBOR,99.485450
2024-02-08,TERRA,101.341961
2024-02-09,AURORA,104.898925
2024-02-09,CIRRUS,100.636710
2024-02-09,HARBOR,99.579660
2024-02-09,TERRA,100.672333
2024-02-12,AURORA,103.945280
2024-02-12,CIRRUS,100.239952
2024-02-12,HARBOR,99.527665
2024-02-12,TERRA,100.458598
2024-02-13,AURORA,103.602089
2024-02-13,CIRRUS,100.353700
2024-02-13,HARBOR,99.526932
2024-02-13,TERRA,99.072594
2024-02-14,AURORA,102.708719
2024-02-14,CIRRUS,100.382691
2024-02-14,HARBOR,99.258366
2024-02-14,TERRA,98.760524
2024-02-15,AURORA,103.349338
2024-02-15,CIRRUS,99.852176
2024-02-15,HARBOR,99.434318
2024-02-15,TERRA,99.531272
2024-02-16,AURORA,103.657199
2024-02-16,CIRRUS,99.662200
2024-02-16,HARBOR,99.588000
2024-02-16,TERRA,99.827249
2024-02-19,AURORA,102.530796
2024-02-19,CIRRUS,99.618646
2024-02-19,HARBOR,99.695269
2024-02-19,TERRA,99.850748
2024-02-20,AURORA,101.007035
2024-02-20,CIRRUS,99.599263
2024-02-20,HARBOR,99.540323
2024-02-20,TERRA,98.722125
2024-02-21,AURORA,100.868034
2024-02-21,CIRRUS,99.591175
2024-02-21,HARBOR,99.488990
2024-02-21,TERRA,97.860450
2024-02-22,AURORA,101.892354
2024-02-22,CIRRUS,100.002974
2024-02-22,HARBOR,99.350374
2024-02-22,TERRA,98.174771
2024-02-23,AURORA,101.800461
2024-02-23,CIRRUS,99.920955
2024-02-23,HARBOR,99.408310
2024-02-23,TERRA,98.211343
2024-02-26,AURORA,101.278095
2024-02-26,CIRRUS,100.207488
2024-02-26,HARBOR,99.513899
2024-02-26,TERRA,98.082122
2024-02-27,AURORA,102.057816
2024-02-27,CIRRUS,100.315921
2024-02-27,HARBOR,99.481484
2024-02-27,TERRA,97.525557
2024-02-28,AURORA,103.525316
2024-02-28,CIRRUS,100.510185
2024-02-28,HARBOR,99.317885
2024-02-28,TERRA,97.997787
2024-02-29,AURORA,105.930504
2024-02-29,CIRRUS,99.896750
2024-02-29,HARBOR,99.293021
2024-02-29,TERRA,100.170997
2024-03-01,AURORA,107.722225
2024-03-01,CIRRUS,99.827170
2024-03-01,HARBOR,99.316284
2024-03-01,TERRA,100.896594
2024-03-04,AURORA,108.663535
2024-03-04,CIRRUS,99.583145
2024-03-04,HARBOR,99.383644
2024-03-04,TERRA,101.533308
2024-03-05,AURORA,106.183856
2024-03-05,CIRRUS,100.156831
2024-03-05,HARBOR,99.559456
2024-03-05,TERRA,101.347360
2024-03-06,AURORA,105.269382
2024-03-06,CIRRUS,101.180983
2024-03-06,HARBOR,99.628756
2024-03-06,TERRA,101.695910
2024-03-07,AURORA,105.197266
2024-03-07,CIRRUS,101.169663
2024-03-07,HARBOR,99.773309
2024-03-07,TERRA,102.069870
2024-03-08,AURORA,105.986928
2024-03-08,CIRRUS,100.857255
2024-03-08,HARBOR,99.847296
2024-03-08,TERRA,102.612649
2024-03-11,AURORA,105.327541
2024-03-11,CIRRUS,100.775107
2024-03-11,HARBOR,99.399176
2024-03-11,TERRA,103.745727
2024-03-12,AURORA,106.438609
2024-03-12,CIRRUS,100.619033
2024-03-12,HARBOR,99.506544
2024-03-12,TERRA,103.874689
2024-03-13,AURORA,106.982284
2024-03-13,CIRRUS,99.956274
2024-03-13,HARBOR,99.662377
2024-03-13,TERRA,103.341255
2024-03-14,AURORA,107.119465
2024-03-14,CIRRUS,100.251406
2024-03-14,HARBOR,99.650407
2024-03-14,TERRA,103.668146
2024-03-15,AURORA,106.767139
2024-03-15,CIRRUS,100.664499
2024-03-15,HARBOR,99.809429
2024-03-15,TERRA,102.915013
2024-03-18,AURORA,105.255833
2024-03-18,CIRRUS,100.157043
2024-03-18,HARBOR,99.862332
2024-03-18,TERRA,102.700943
2024-03-19,AURORA,105.552559
2024-03-19,CIRRUS,100.572534
2024-03-19,HARBOR,99.649010
2024-03-19,TERRA,102.098778
2024-03-20,AURORA,108.174004
2024-03-20,CIRRUS,100.549892
2024-03-20,HARBOR,99.295482
2024-03-20,TERRA,101.787701
2024-03-21,AURORA,108.369542
2024-03-21,CIRRUS,101.136286
2024-03-21,HARBOR,98.921442
2024-03-21,TERRA,101.587610
2024-03-22,AURORA,107.439093
2024-03-22,CIRRUS,101.316636
2024-03-22,HARBOR,98.811309
2024-03-22,TERRA,101.990963
2024-03-25,AURORA,109.444790
2024-03-25,CIRRUS,101.363825
2024-03-25,HARBOR,98.837289
2024-03-25,TERRA,101.074532
2024-03-26,AURORA,108.533378
2024-03-26,CIRRUS,101.775037
2024-03-26,HARBOR,98.796498
2024-03-26,TERRA,101.249448
2024-03-27,AURORA,106.872207
2024-03-27,CIRRUS,101.715416
2024-03-27,HARBOR,98.848918
2024-03-27,TERRA,99.840301
2024-03-28,AURORA,106.266702
2024-03-28,CIRRUS,101.734027
2024-03-28,HARBOR,98.868251
2024-03-28,TERRA,98.757666
2024-03-29,AURORA,104.524495
2024-03-29,CIRRUS,101.752936
2024-03-29,HARBOR,98.721647
2024-03-29,TERRA,97.517299
2024-04-01,AURORA,104.071561
2024-04-01,CIRRUS,101.874614
2024-04-01,HARBOR,98.535474
2024-04-01,TERRA,96.040808
2024-04-02,AURORA,104.733573
2024-04-02,CIRRUS,102.097366
2024-04-02,HARBOR,98.401160
2024-04-02,TERRA,96.181491
2024-04-03,AURORA,106.731063
2024-04-03,CIRRUS,101.830529
2024-04-03,HARBOR,98.355313
2024-04-03,TERRA,95.421951
2024-04-04,AURORA,106.450684
2024-04-04,CIRRUS,101.953531
2024-04-04,HARBOR,98.449794
2024-04-04,TERRA,93.707444
2024-04-05,AURORA,107.406990
2024-04-05,CIRRUS,102.188861
2024-04-05,HARBOR,98.359690
2024-04-05,TERRA,94.002303
2024-04-08,AURORA,106.614874
2024-04-08,CIRRUS,102.687120
2024-04-08,HARBOR,98.416605
2024-04-08,TERRA,93.347658
2024-04-09,AURORA,106.118879
2024-04-09,CIRRUS,102.780664
2024-04-09,HARBOR,98.749033
2024-04-09,TERRA,93.230969
2024-04-10,AURORA,107.860472
2024-04-10,CIRRUS,102.352698
2024-04-10,HARBOR,98.955709
2024-04-10,TERRA,94.468060
2024-04-11,AURORA,107.684756
2024-04-11,CIRRUS,102.649176
2024-04-11,HARBOR,98.928414
2024-04-11,TERRA,93.869915
2024-04-12,AURORA,107.278827
2024-04-12,CIRRUS,102.922230
2024-04-12,HARBOR,98.845856
2024-04-12,TERRA,92.738055
2024-04-15,AURORA,106.708798
2024-04-15,CIRRUS,102.743792
2024-04-15,HARBOR,99.031519
2024-04-15,TERRA,91.793912
2024-04-16,AURORA,107.127822
2024-04-16,CIRRUS,103.236953
2024-04-16,HARBOR,98.905312
2024-04-16,TERRA,92.014775
2024-04-17,AURORA,108.673100
2024-04-17,CIRRUS,103.225712
2024-04-17,HARBOR,98.813514
2024-04-17,TERRA,93.294161
2024-04-18,AURORA,108.046831
2024-04-18,CIRRUS,103.175448
2024-04-18,HARBOR,98.930520
2024-04-18,TERRA,92.811758
2024-04-19,AURORA,108.038222
2024-04-19,CIRRUS,103.873027
2024-04-19,HARBOR,98.971603
2024-04-19,TERRA,92.890796
2024-04-22,AURORA,106.568696
2024-04-22,CIRRUS,104.466006
2024-04-22,HARBOR,98.834554
2024-04-22,TERRA,91.422557
2024-04-23,AURORA,106.133191
2024-04-23,CIRRUS,104.524610
2024-04-23,HARBOR,98.623601
2024-04-23,TERRA,92.619718
2024-04-24,AURORA,105.718065
2024-04-24,CIRRUS,104.889592
2024-04-24,HARBOR,98.637517
2024-04-24,TERRA,91.609881
2024-04-25,AURORA,107.142908
2024-04-25,CIRRUS,105.144099
2024-04-25,HARBOR,98.656934
2024-04-25,TERRA,92.396103
2024-04-26,AURORA,108.746398
2024-04-26,CIRRUS,104.630518
2024-04-26,HARBOR,98.454642
2024-04-26,TERRA,93.206077
2024-04-29,AURORA,108.993998
2024-04-29,CIRRUS,104.388400
2024-04-29,HARBOR,98.462063
2024-04-29,TERRA,93.671152
2024-04-30,AURORA,110.204651
2024-04-30,CIRRUS,104.684265
2024-04-30,HARBOR,98.493959
2024-04-30,TERRA,93.066158
2024-05-01,AURORA,109.257840
2024-05-01,CIRRUS,104.259998
2024-05-01,HARBOR,98.714218
2024-05-01,TERRA,93.530053
2024-05-02,AURORA,108.716452
2024-05-02,CIRRUS,104.224625
2024-05-02,HARBOR,98.880349
2024-05-02,TERRA,92.649191
2024-05-03,AURORA,109.813983
2024-05-03,CIRRUS,104.334390
